position	percentil	lag	tasa_media	anio
0.01	0	0	9.990380947125295e-6	2013
0.02	0	0	9.990380947125295e-6	2013
0.03	0	0	9.990380947125295e-6	2013
0.04	0	0	9.990380947125295e-6	2013
0.05	0	0	9.990380947125295e-6	2013
0.06	0	0	9.990380947125295e-6	2013
0.07	0	0	9.990380947125295e-6	2013
0.08	0	0	9.990380947125295e-6	2013
0.09	0	0	9.990380947125295e-6	2013
0.1	0	0	9.990380947125295e-6	2013
0.11	0	0	9.990380947125295e-6	2013
0.12	0	0	9.990380947125295e-6	2013
0.13	0	0	9.990380947125295e-6	2013
0.14	0	0	9.990380947125295e-6	2013
0.15	0	0	9.990380947125295e-6	2013
0.16	0	0	9.990380947125295e-6	2013
0.17	0	0	9.990380947125295e-6	2013
0.18	0	0	9.990380947125295e-6	2013
0.19	0	0	9.990380947125295e-6	2013
0.2	0	0	9.990380947125295e-6	2013
0.21	0	0	9.990380947125295e-6	2013
0.22	0	0	9.990380947125295e-6	2013
0.23	0	0	9.990380947125295e-6	2013
0.24	0	0	9.990380947125295e-6	2013
0.25	0	0	9.990380947125295e-6	2013
0.26	0	0	9.990380947125295e-6	2013
0.27	0	0	9.990380947125295e-6	2013
0.28	0	0	9.990380947125295e-6	2013
0.29	0	0	9.990380947125295e-6	2013
0.3	0	0	9.990380947125295e-6	2013
0.31	0	0	9.990380947125295e-6	2013
0.32	0	0	9.990380947125295e-6	2013
0.33	0	0	9.990380947125295e-6	2013
0.34	0	0	9.990380947125295e-6	2013
0.35000000000000003	0	0	9.990380947125295e-6	2013
0.36	0	0	9.990380947125295e-6	2013
0.37	0	0	9.990380947125295e-6	2013
0.38	0	0	9.990380947125295e-6	2013
0.39	0	0	9.990380947125295e-6	2013
0.4	0	0	9.990380947125295e-6	2013
0.41000000000000003	0	0	9.990380947125295e-6	2013
0.42	0	0	9.990380947125295e-6	2013
0.43	0	0	9.990380947125295e-6	2013
0.44	0	0	9.990380947125295e-6	2013
0.45	0	0	9.990380947125295e-6	2013
0.46	26.128800000000048	0	0.0033652151687924414	2013
0.47000000000000003	146.19750000000022	26.128800000000048	0.06098820255465745	2013
0.48	420.1800000000003	146.19750000000022	0.07544923721844952	2013
0.49	956.4872000000003	420.1800000000003	0.06175461551048879	2013
0.5	1747.045	956.4872000000003	0.10808781143042899	2013
0.51	2827.1117000000027	1747.045	0.10850049523200365	2013
0.52	4130.4256	2827.1117000000027	0.31008919794400297	2013
0.53	5430	4130.4256	0.1135315925038625	2013
0.54	6976.674599999997	5430	0.10731872665498757	2013
0.55	8900.910000000014	6976.674599999997	0.11686858279017973	2013
0.56	10952.55680000003	8900.910000000014	0.1068236227448476	2013
0.5700000000000001	13317.070500000009	10952.55680000003	0.10788017650114862	2013
0.58	15915.9854	13317.070500000009	0.2281389986922799	2013
0.59	18885.882099999875	15915.9854	0.25609948476583266	2013
0.6	22200.12	18885.882099999875	0.7522991393251967	2013
0.61	25796.319700000022	22200.12	0.11684036946086501	2013
0.62	29810.985399999976	25796.319700000022	0.1220654582511221	2013
0.63	34245.623100000004	29810.985399999976	0.1816993807484575	2013
0.64	39649.47599999998	34245.623100000004	0.22404821684671555	2013
0.65	45186.66150000002	39649.47599999998	0.16523801076472655	2013
0.66	50955.773400000005	45186.66150000002	0.14399157926406933	2013
0.67	57562.4158	50955.773400000005	0.17719185263134046	2013
